"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"09.01.2024 18:30 - 09.01.2024 19:00","N/A","1303"
"09.01.2024 19:00 - 09.01.2024 19:30","N/A","1392"
"09.01.2024 19:30 - 09.01.2024 20:00","N/A","1416"
"09.01.2024 20:00 - 09.01.2024 20:30","N/A","1375"
"09.01.2024 20:30 - 09.01.2024 21:00","N/A","1304"
"09.01.2024 21:00 - 09.01.2024 21:30","N/A","1254"
"09.01.2024 21:30 - 09.01.2024 22:00","N/A","1218"
"09.01.2024 22:00 - 09.01.2024 22:30","N/A","1174"
"09.01.2024 22:30 - 09.01.2024 23:00","N/A","1129"
"09.01.2024 23:00 - 09.01.2024 23:30","N/A","1103"
"09.01.2024 23:30 - 10.01.2024 00:00","N/A","1027"
"10.01.2024 00:00 - 10.01.2024 00:30","N/A","963"
"10.01.2024 00:30 - 10.01.2024 01:00","N/A","897"
"10.01.2024 01:00 - 10.01.2024 01:30","N/A","822"
"10.01.2024 01:30 - 10.01.2024 02:00","N/A","770"
"10.01.2024 02:00 - 10.01.2024 02:30","N/A","728"
"10.01.2024 02:30 - 10.01.2024 03:00","N/A","700"
"10.01.2024 03:00 - 10.01.2024 03:30","N/A","687"
"10.01.2024 03:30 - 10.01.2024 04:00","N/A","702"
"10.01.2024 04:00 - 10.01.2024 04:30","N/A","686"
"10.01.2024 04:30 - 10.01.2024 05:00","N/A","682"
"10.01.2024 05:00 - 10.01.2024 05:30","N/A","668"
"10.01.2024 05:30 - 10.01.2024 06:00","N/A","664"
"10.01.2024 06:00 - 10.01.2024 06:30","N/A","658"
"10.01.2024 06:30 - 10.01.2024 07:00","N/A","660"
"10.01.2024 07:00 - 10.01.2024 07:30","N/A","667"
"10.01.2024 07:30 - 10.01.2024 08:00","N/A","688"
"10.01.2024 08:00 - 10.01.2024 08:30","N/A","737"
"10.01.2024 08:30 - 10.01.2024 09:00","N/A","831"
"10.01.2024 09:00 - 10.01.2024 09:30","N/A","946"
"10.01.2024 09:30 - 10.01.2024 10:00","N/A","1073"
"10.01.2024 10:00 - 10.01.2024 10:30","N/A","1161"
"10.01.2024 10:30 - 10.01.2024 11:00","N/A","1197"
"10.01.2024 11:00 - 10.01.2024 11:30","N/A","1219"
"10.01.2024 11:30 - 10.01.2024 12:00","N/A","1261"
"10.01.2024 12:00 - 10.01.2024 12:30","N/A","1259"
"10.01.2024 12:30 - 10.01.2024 13:00","N/A","1249"
"10.01.2024 13:00 - 10.01.2024 13:30","N/A","1251"
"10.01.2024 13:30 - 10.01.2024 14:00","N/A","1239"
"10.01.2024 14:00 - 10.01.2024 14:30","N/A","1234"
"10.01.2024 14:30 - 10.01.2024 15:00","N/A","1244"
"10.01.2024 15:00 - 10.01.2024 15:30","N/A","1236"
"10.01.2024 15:30 - 10.01.2024 16:00","N/A","1199"
"10.01.2024 16:00 - 10.01.2024 16:30","N/A","1190"
"10.01.2024 16:30 - 10.01.2024 17:00","N/A","1199"
"10.01.2024 17:00 - 10.01.2024 17:30","N/A","1199"
"10.01.2024 17:30 - 10.01.2024 18:00","N/A","1227"
"10.01.2024 18:00 - 10.01.2024 18:30","N/A","1255"
"10.01.2024 18:30 - 10.01.2024 19:00","N/A","1321"
"10.01.2024 19:00 - 10.01.2024 19:30","N/A","1396"
"10.01.2024 19:30 - 10.01.2024 20:00","N/A","1409"
"10.01.2024 20:00 - 10.01.2024 20:30","N/A","1359"
"10.01.2024 20:30 - 10.01.2024 21:00","N/A","1294"
"10.01.2024 21:00 - 10.01.2024 21:30","N/A","1235"
"10.01.2024 21:30 - 10.01.2024 22:00","N/A","1211"
"10.01.2024 22:00 - 10.01.2024 22:30","N/A","1172"
"10.01.2024 22:30 - 10.01.2024 23:00","N/A","1130"
"10.01.2024 23:00 - 10.01.2024 23:30","N/A","1094"
"10.01.2024 23:30 - 11.01.2024 00:00","N/A","1025"
"11.01.2024 00:00 - 11.01.2024 00:30","N/A","964"
"11.01.2024 00:30 - 11.01.2024 01:00","N/A","896"
"11.01.2024 01:00 - 11.01.2024 01:30","N/A","824"
"11.01.2024 01:30 - 11.01.2024 02:00","N/A","768"
"11.01.2024 02:00 - 11.01.2024 02:30","N/A","719"
"11.01.2024 02:30 - 11.01.2024 03:00","N/A","686"
"11.01.2024 03:00 - 11.01.2024 03:30","N/A","671"
"11.01.2024 03:30 - 11.01.2024 04:00","N/A","690"
"11.01.2024 04:00 - 11.01.2024 04:30","N/A","673"
"11.01.2024 04:30 - 11.01.2024 05:00","N/A","669"
"11.01.2024 05:00 - 11.01.2024 05:30","N/A","664"
"11.01.2024 05:30 - 11.01.2024 06:00","N/A","654"
"11.01.2024 06:00 - 11.01.2024 06:30","N/A","655"
"11.01.2024 06:30 - 11.01.2024 07:00","N/A","653"
"11.01.2024 07:00 - 11.01.2024 07:30","N/A","663"
"11.01.2024 07:30 - 11.01.2024 08:00","N/A","685"
"11.01.2024 08:00 - 11.01.2024 08:30","N/A","732"
"11.01.2024 08:30 - 11.01.2024 09:00","N/A","813"
"11.01.2024 09:00 - 11.01.2024 09:30","N/A","923"
"11.01.2024 09:30 - 11.01.2024 10:00","N/A","1060"
"11.01.2024 10:00 - 11.01.2024 10:30","N/A","1146"
"11.01.2024 10:30 - 11.01.2024 11:00","N/A","1174"
"11.01.2024 11:00 - 11.01.2024 11:30","N/A","1201"
"11.01.2024 11:30 - 11.01.2024 12:00","N/A","1245"
"11.01.2024 12:00 - 11.01.2024 12:30","N/A","1244"
"11.01.2024 12:30 - 11.01.2024 13:00","N/A","1237"
"11.01.2024 13:00 - 11.01.2024 13:30","N/A","1248"
"11.01.2024 13:30 - 11.01.2024 14:00","N/A","1241"
"11.01.2024 14:00 - 11.01.2024 14:30","N/A","1252"
"11.01.2024 14:30 - 11.01.2024 15:00","N/A","1258"
"11.01.2024 15:00 - 11.01.2024 15:30","N/A","1251"
"11.01.2024 15:30 - 11.01.2024 16:00","N/A","1213"
"11.01.2024 16:00 - 11.01.2024 16:30","N/A","1209"
"11.01.2024 16:30 - 11.01.2024 17:00","N/A","1206"
"11.01.2024 17:00 - 11.01.2024 17:30","N/A","1205"
"11.01.2024 17:30 - 11.01.2024 18:00","N/A","1222"
"11.01.2024 18:00 - 11.01.2024 18:30","N/A","1255"
"11.01.2024 18:30 - 11.01.2024 19:00","N/A","1324"
"11.01.2024 19:00 - 11.01.2024 19:30","N/A","1396"
"11.01.2024 19:30 - 11.01.2024 20:00","N/A","1404"
"11.01.2024 20:00 - 11.01.2024 20:30","N/A","N/A"
"11.01.2024 20:30 - 11.01.2024 21:00","N/A","N/A"
"11.01.2024 21:00 - 11.01.2024 21:30","N/A","N/A"
"11.01.2024 21:30 - 11.01.2024 22:00","N/A","N/A"
"11.01.2024 22:00 - 11.01.2024 22:30","N/A","1186"
"11.01.2024 22:30 - 11.01.2024 23:00","N/A","1154"
"11.01.2024 23:00 - 11.01.2024 23:30","N/A","1104"
"11.01.2024 23:30 - 12.01.2024 00:00","N/A","1045"
"12.01.2024 00:00 - 12.01.2024 00:30","N/A","982"
"12.01.2024 00:30 - 12.01.2024 01:00","N/A","913"
"12.01.2024 01:00 - 12.01.2024 01:30","N/A","846"
"12.01.2024 01:30 - 12.01.2024 02:00","N/A","793"
"12.01.2024 02:00 - 12.01.2024 02:30","N/A","N/A"
"12.01.2024 02:30 - 12.01.2024 03:00","N/A","N/A"
"12.01.2024 03:00 - 12.01.2024 03:30","N/A","698"
"12.01.2024 03:30 - 12.01.2024 04:00","N/A","718"
"12.01.2024 04:00 - 12.01.2024 04:30","N/A","701"
"12.01.2024 04:30 - 12.01.2024 05:00","N/A","696"
"12.01.2024 05:00 - 12.01.2024 05:30","N/A","683"
"12.01.2024 05:30 - 12.01.2024 06:00","N/A","674"
"12.01.2024 06:00 - 12.01.2024 06:30","N/A","667"
"12.01.2024 06:30 - 12.01.2024 07:00","N/A","670"
"12.01.2024 07:00 - 12.01.2024 07:30","N/A","681"
"12.01.2024 07:30 - 12.01.2024 08:00","N/A","699"
"12.01.2024 08:00 - 12.01.2024 08:30","N/A","747"
"12.01.2024 08:30 - 12.01.2024 09:00","N/A","824"
"12.01.2024 09:00 - 12.01.2024 09:30","N/A","927"
"12.01.2024 09:30 - 12.01.2024 10:00","N/A","1055"
"12.01.2024 10:00 - 12.01.2024 10:30","N/A","1152"
"12.01.2024 10:30 - 12.01.2024 11:00","N/A","1180"
"12.01.2024 11:00 - 12.01.2024 11:30","N/A","1208"
"12.01.2024 11:30 - 12.01.2024 12:00","N/A","1241"
"12.01.2024 12:00 - 12.01.2024 12:30","N/A","1245"
"12.01.2024 12:30 - 12.01.2024 13:00","N/A","1247"
"12.01.2024 13:00 - 12.01.2024 13:30","N/A","1252"
"12.01.2024 13:30 - 12.01.2024 14:00","N/A","1250"
"12.01.2024 14:00 - 12.01.2024 14:30","N/A","1248"
"12.01.2024 14:30 - 12.01.2024 15:00","N/A","1254"
"12.01.2024 15:00 - 12.01.2024 15:30","N/A","1243"
"12.01.2024 15:30 - 12.01.2024 16:00","N/A","1205"
"12.01.2024 16:00 - 12.01.2024 16:30","N/A","1187"
"12.01.2024 16:30 - 12.01.2024 17:00","N/A","1182"
"12.01.2024 17:00 - 12.01.2024 17:30","N/A","1175"
"12.01.2024 17:30 - 12.01.2024 18:00","N/A","1186"
"12.01.2024 18:00 - 12.01.2024 18:30","N/A","1199"
"12.01.2024 18:30 - 12.01.2024 19:00","N/A","1242"
"12.01.2024 19:00 - 12.01.2024 19:30","N/A","1317"
"12.01.2024 19:30 - 12.01.2024 20:00","N/A","1341"
"12.01.2024 20:00 - 12.01.2024 20:30","N/A","1308"
"12.01.2024 20:30 - 12.01.2024 21:00","N/A","1261"
"12.01.2024 21:00 - 12.01.2024 21:30","N/A","1206"
"12.01.2024 21:30 - 12.01.2024 22:00","N/A","1174"
"12.01.2024 22:00 - 12.01.2024 22:30","N/A","1135"
"12.01.2024 22:30 - 12.01.2024 23:00","N/A","1094"
"12.01.2024 23:00 - 12.01.2024 23:30","N/A","1050"
"12.01.2024 23:30 - 13.01.2024 00:00","N/A","990"
"13.01.2024 00:00 - 13.01.2024 00:30","N/A","939"
"13.01.2024 00:30 - 13.01.2024 01:00","N/A","882"
"13.01.2024 01:00 - 13.01.2024 01:30","N/A","829"
"13.01.2024 01:30 - 13.01.2024 02:00","N/A","777"
"13.01.2024 02:00 - 13.01.2024 02:30","N/A","731"
"13.01.2024 02:30 - 13.01.2024 03:00","N/A","695"
"13.01.2024 03:00 - 13.01.2024 03:30","N/A","669"
"13.01.2024 03:30 - 13.01.2024 04:00","N/A","679"
"13.01.2024 04:00 - 13.01.2024 04:30","N/A","661"
"13.01.2024 04:30 - 13.01.2024 05:00","N/A","653"
"13.01.2024 05:00 - 13.01.2024 05:30","N/A","639"
"13.01.2024 05:30 - 13.01.2024 06:00","N/A","630"
"13.01.2024 06:00 - 13.01.2024 06:30","N/A","615"
"13.01.2024 06:30 - 13.01.2024 07:00","N/A","611"
"13.01.2024 07:00 - 13.01.2024 07:30","N/A","613"
"13.01.2024 07:30 - 13.01.2024 08:00","N/A","618"
"13.01.2024 08:00 - 13.01.2024 08:30","N/A","644"
"13.01.2024 08:30 - 13.01.2024 09:00","N/A","688"
"13.01.2024 09:00 - 13.01.2024 09:30","N/A","730"
"13.01.2024 09:30 - 13.01.2024 10:00","N/A","784"
"13.01.2024 10:00 - 13.01.2024 10:30","N/A","843"
"13.01.2024 10:30 - 13.01.2024 11:00","N/A","890"
"13.01.2024 11:00 - 13.01.2024 11:30","N/A","949"
"13.01.2024 11:30 - 13.01.2024 12:00","N/A","996"
"13.01.2024 12:00 - 13.01.2024 12:30","N/A","1028"
"13.01.2024 12:30 - 13.01.2024 13:00","N/A","1046"
"13.01.2024 13:00 - 13.01.2024 13:30","N/A","1051"
"13.01.2024 13:30 - 13.01.2024 14:00","N/A","1059"
"13.01.2024 14:00 - 13.01.2024 14:30","N/A","1052"
"13.01.2024 14:30 - 13.01.2024 15:00","N/A","1064"
"13.01.2024 15:00 - 13.01.2024 15:30","N/A","1055"
"13.01.2024 15:30 - 13.01.2024 16:00","N/A","1047"
"13.01.2024 16:00 - 13.01.2024 16:30","N/A","1028"
"13.01.2024 16:30 - 13.01.2024 17:00","N/A","1013"
"13.01.2024 17:00 - 13.01.2024 17:30","N/A","1007"
"13.01.2024 17:30 - 13.01.2024 18:00","N/A","1022"
"13.01.2024 18:00 - 13.01.2024 18:30","N/A","1040"
"13.01.2024 18:30 - 13.01.2024 19:00","N/A","1086"
"13.01.2024 19:00 - 13.01.2024 19:30","N/A","1180"
"13.01.2024 19:30 - 13.01.2024 20:00","N/A","1222"
"13.01.2024 20:00 - 13.01.2024 20:30","N/A","1209"
"13.01.2024 20:30 - 13.01.2024 21:00","N/A","1169"
"13.01.2024 21:00 - 13.01.2024 21:30","N/A","1117"
"13.01.2024 21:30 - 13.01.2024 22:00","N/A","1070"
"13.01.2024 22:00 - 13.01.2024 22:30","N/A","1033"
"13.01.2024 22:30 - 13.01.2024 23:00","N/A","995"
"13.01.2024 23:00 - 13.01.2024 23:30","N/A","955"
"13.01.2024 23:30 - 14.01.2024 00:00","N/A","915"
"14.01.2024 00:00 - 14.01.2024 00:30","N/A","876"
"14.01.2024 00:30 - 14.01.2024 01:00","N/A","828"
"14.01.2024 01:00 - 14.01.2024 01:30","N/A","785"
"14.01.2024 01:30 - 14.01.2024 02:00","N/A","744"
"14.01.2024 02:00 - 14.01.2024 02:30","N/A","702"
"14.01.2024 02:30 - 14.01.2024 03:00","N/A","672"
"14.01.2024 03:00 - 14.01.2024 03:30","N/A","647"
"14.01.2024 03:30 - 14.01.2024 04:00","N/A","662"
"14.01.2024 04:00 - 14.01.2024 04:30","N/A","645"
"14.01.2024 04:30 - 14.01.2024 05:00","N/A","632"
"14.01.2024 05:00 - 14.01.2024 05:30","N/A","614"
"14.01.2024 05:30 - 14.01.2024 06:00","N/A","606"
"14.01.2024 06:00 - 14.01.2024 06:30","N/A","595"
"14.01.2024 06:30 - 14.01.2024 07:00","N/A","594"
"14.01.2024 07:00 - 14.01.2024 07:30","N/A","592"
"14.01.2024 07:30 - 14.01.2024 08:00","N/A","596"
"14.01.2024 08:00 - 14.01.2024 08:30","N/A","606"
"14.01.2024 08:30 - 14.01.2024 09:00","N/A","634"
"14.01.2024 09:00 - 14.01.2024 09:30","N/A","663"
"14.01.2024 09:30 - 14.01.2024 10:00","N/A","698"
"14.01.2024 10:00 - 14.01.2024 10:30","N/A","735"
"14.01.2024 10:30 - 14.01.2024 11:00","N/A","765"
"14.01.2024 11:00 - 14.01.2024 11:30","N/A","809"
"14.01.2024 11:30 - 14.01.2024 12:00","N/A","871"
"14.01.2024 12:00 - 14.01.2024 12:30","N/A","921"
"14.01.2024 12:30 - 14.01.2024 13:00","N/A","954"
"14.01.2024 13:00 - 14.01.2024 13:30","N/A","964"
"14.01.2024 13:30 - 14.01.2024 14:00","N/A","973"
"14.01.2024 14:00 - 14.01.2024 14:30","N/A","985"
"14.01.2024 14:30 - 14.01.2024 15:00","N/A","1011"
"14.01.2024 15:00 - 14.01.2024 15:30","N/A","1023"
"14.01.2024 15:30 - 14.01.2024 16:00","N/A","1014"
"14.01.2024 16:00 - 14.01.2024 16:30","N/A","1006"
"14.01.2024 16:30 - 14.01.2024 17:00","N/A","994"
"14.01.2024 17:00 - 14.01.2024 17:30","N/A","994"
"14.01.2024 17:30 - 14.01.2024 18:00","N/A","1020"
"14.01.2024 18:00 - 14.01.2024 18:30","N/A","1042"
"14.01.2024 18:30 - 14.01.2024 19:00","N/A","1107"
"14.01.2024 19:00 - 14.01.2024 19:30","N/A","1184"
"14.01.2024 19:30 - 14.01.2024 20:00","N/A","1235"
"14.01.2024 20:00 - 14.01.2024 20:30","N/A","1191"
"14.01.2024 20:30 - 14.01.2024 21:00","N/A","1145"
"14.01.2024 21:00 - 14.01.2024 21:30","N/A","1121"
"14.01.2024 21:30 - 14.01.2024 22:00","N/A","1071"
"14.01.2024 22:00 - 14.01.2024 22:30","N/A","1044"
"14.01.2024 22:30 - 14.01.2024 23:00","N/A","998"
"14.01.2024 23:00 - 14.01.2024 23:30","N/A","962"
"14.01.2024 23:30 - 15.01.2024 00:00","N/A","921"
"15.01.2024 00:00 - 15.01.2024 00:30","N/A","864"
"15.01.2024 00:30 - 15.01.2024 01:00","N/A","809"
"15.01.2024 01:00 - 15.01.2024 01:30","N/A","756"
"15.01.2024 01:30 - 15.01.2024 02:00","N/A","700"
"15.01.2024 02:00 - 15.01.2024 02:30","N/A","659"
"15.01.2024 02:30 - 15.01.2024 03:00","N/A","625"
"15.01.2024 03:00 - 15.01.2024 03:30","N/A","609"
"15.01.2024 03:30 - 15.01.2024 04:00","N/A","615"
"15.01.2024 04:00 - 15.01.2024 04:30","N/A","603"
"15.01.2024 04:30 - 15.01.2024 05:00","N/A","605"
"15.01.2024 05:00 - 15.01.2024 05:30","N/A","595"
"15.01.2024 05:30 - 15.01.2024 06:00","N/A","592"
"15.01.2024 06:00 - 15.01.2024 06:30","N/A","587"
"15.01.2024 06:30 - 15.01.2024 07:00","N/A","597"
"15.01.2024 07:00 - 15.01.2024 07:30","N/A","607"
"15.01.2024 07:30 - 15.01.2024 08:00","N/A","625"
"15.01.2024 08:00 - 15.01.2024 08:30","N/A","691"
"15.01.2024 08:30 - 15.01.2024 09:00","N/A","791"
"15.01.2024 09:00 - 15.01.2024 09:30","N/A","910"
"15.01.2024 09:30 - 15.01.2024 10:00","N/A","1048"
"15.01.2024 10:00 - 15.01.2024 10:30","N/A","1137"
"15.01.2024 10:30 - 15.01.2024 11:00","N/A","1172"
"15.01.2024 11:00 - 15.01.2024 11:30","N/A","1209"
"15.01.2024 11:30 - 15.01.2024 12:00","N/A","1249"
"15.01.2024 12:00 - 15.01.2024 12:30","N/A","1261"
"15.01.2024 12:30 - 15.01.2024 13:00","N/A","1262"
"15.01.2024 13:00 - 15.01.2024 13:30","N/A","1257"
"15.01.2024 13:30 - 15.01.2024 14:00","N/A","1246"
"15.01.2024 14:00 - 15.01.2024 14:30","N/A","1253"
"15.01.2024 14:30 - 15.01.2024 15:00","N/A","1247"
"15.01.2024 15:00 - 15.01.2024 15:30","N/A","1242"
"15.01.2024 15:30 - 15.01.2024 16:00","N/A","1204"
"15.01.2024 16:00 - 15.01.2024 16:30","N/A","1202"
"15.01.2024 16:30 - 15.01.2024 17:00","N/A","1201"
"15.01.2024 17:00 - 15.01.2024 17:30","N/A","1207"
"15.01.2024 17:30 - 15.01.2024 18:00","N/A","1245"
"15.01.2024 18:00 - 15.01.2024 18:30","N/A","1271"
"15.01.2024 18:30 - 15.01.2024 19:00","N/A","1335"
"15.01.2024 19:00 - 15.01.2024 19:30","N/A","1427"
"15.01.2024 19:30 - 15.01.2024 20:00","N/A","1454"
"15.01.2024 20:00 - 15.01.2024 20:30","N/A","1400"
"15.01.2024 20:30 - 15.01.2024 21:00","N/A","1322"
"15.01.2024 21:00 - 15.01.2024 21:30","N/A","1277"
"15.01.2024 21:30 - 15.01.2024 22:00","N/A","1240"
"15.01.2024 22:00 - 15.01.2024 22:30","N/A","1203"
"15.01.2024 22:30 - 15.01.2024 23:00","N/A","1158"
"15.01.2024 23:00 - 15.01.2024 23:30","N/A","1114"
"15.01.2024 23:30 - 16.01.2024 00:00","N/A","1046"
"16.01.2024 00:00 - 16.01.2024 00:30","N/A","985"
"16.01.2024 00:30 - 16.01.2024 01:00","N/A","915"
"16.01.2024 01:00 - 16.01.2024 01:30","N/A","847"
"16.01.2024 01:30 - 16.01.2024 02:00","N/A","788"
"16.01.2024 02:00 - 16.01.2024 02:30","N/A","746"
"16.01.2024 02:30 - 16.01.2024 03:00","N/A","716"
"16.01.2024 03:00 - 16.01.2024 03:30","N/A","703"
"16.01.2024 03:30 - 16.01.2024 04:00","N/A","716"
"16.01.2024 04:00 - 16.01.2024 04:30","N/A","704"
"16.01.2024 04:30 - 16.01.2024 05:00","N/A","693"
"16.01.2024 05:00 - 16.01.2024 05:30","N/A","682"
"16.01.2024 05:30 - 16.01.2024 06:00","N/A","680"
"16.01.2024 06:00 - 16.01.2024 06:30","N/A","679"
"16.01.2024 06:30 - 16.01.2024 07:00","N/A","680"
"16.01.2024 07:00 - 16.01.2024 07:30","N/A","684"
"16.01.2024 07:30 - 16.01.2024 08:00","N/A","699"
"16.01.2024 08:00 - 16.01.2024 08:30","N/A","742"
"16.01.2024 08:30 - 16.01.2024 09:00","N/A","829"
"16.01.2024 09:00 - 16.01.2024 09:30","N/A","939"
"16.01.2024 09:30 - 16.01.2024 10:00","N/A","1070"
"16.01.2024 10:00 - 16.01.2024 10:30","N/A","1147"
"16.01.2024 10:30 - 16.01.2024 11:00","N/A","1178"
"16.01.2024 11:00 - 16.01.2024 11:30","N/A","1200"
"16.01.2024 11:30 - 16.01.2024 12:00","N/A","1243"
"16.01.2024 12:00 - 16.01.2024 12:30","N/A","N/A"
"16.01.2024 12:30 - 16.01.2024 13:00","N/A","N/A"
"16.01.2024 13:00 - 16.01.2024 13:30","N/A","1273"
"16.01.2024 13:30 - 16.01.2024 14:00","N/A","1267"
"16.01.2024 14:00 - 16.01.2024 14:30","N/A","1269"
"16.01.2024 14:30 - 16.01.2024 15:00","N/A","1271"
"16.01.2024 15:00 - 16.01.2024 15:30","N/A","1260"
"16.01.2024 15:30 - 16.01.2024 16:00","N/A","1216"
"16.01.2024 16:00 - 16.01.2024 16:30","N/A","1193"
"16.01.2024 16:30 - 16.01.2024 17:00","N/A","1185"
"16.01.2024 17:00 - 16.01.2024 17:30","N/A","1182"
"16.01.2024 17:30 - 16.01.2024 18:00","N/A","1203"
"16.01.2024 18:00 - 16.01.2024 18:30","N/A","1233"
"16.01.2024 18:30 - 16.01.2024 19:00","N/A","1295"
"16.01.2024 19:00 - 16.01.2024 19:30","N/A","1386"
"16.01.2024 19:30 - 16.01.2024 20:00","N/A","1413"
"16.01.2024 20:00 - 16.01.2024 20:30","N/A","1380"
"16.01.2024 20:30 - 16.01.2024 21:00","N/A","1317"
"16.01.2024 21:00 - 16.01.2024 21:30","N/A","1271"
"16.01.2024 21:30 - 16.01.2024 22:00","N/A","1234"
"16.01.2024 22:00 - 16.01.2024 22:30","N/A","1195"
"16.01.2024 22:30 - 16.01.2024 23:00","N/A","1148"
"16.01.2024 23:00 - 16.01.2024 23:30","N/A","1108"
"16.01.2024 23:30 - 17.01.2024 00:00","N/A","1040"
"17.01.2024 00:00 - 17.01.2024 00:30","N/A","982"
"17.01.2024 00:30 - 17.01.2024 01:00","N/A","919"
"17.01.2024 01:00 - 17.01.2024 01:30","N/A","851"
"17.01.2024 01:30 - 17.01.2024 02:00","N/A","796"
"17.01.2024 02:00 - 17.01.2024 02:30","N/A","751"
"17.01.2024 02:30 - 17.01.2024 03:00","N/A","719"
"17.01.2024 03:00 - 17.01.2024 03:30","N/A","708"
"17.01.2024 03:30 - 17.01.2024 04:00","N/A","729"
"17.01.2024 04:00 - 17.01.2024 04:30","N/A","718"
"17.01.2024 04:30 - 17.01.2024 05:00","N/A","711"
"17.01.2024 05:00 - 17.01.2024 05:30","N/A","699"
"17.01.2024 05:30 - 17.01.2024 06:00","N/A","694"
"17.01.2024 06:00 - 17.01.2024 06:30","N/A","691"
"17.01.2024 06:30 - 17.01.2024 07:00","N/A","692"
"17.01.2024 07:00 - 17.01.2024 07:30","N/A","701"
"17.01.2024 07:30 - 17.01.2024 08:00","N/A","725"
"17.01.2024 08:00 - 17.01.2024 08:30","N/A","776"
"17.01.2024 08:30 - 17.01.2024 09:00","N/A","865"
"17.01.2024 09:00 - 17.01.2024 09:30","N/A","979"
"17.01.2024 09:30 - 17.01.2024 10:00","N/A","1107"
"17.01.2024 10:00 - 17.01.2024 10:30","N/A","1202"
"17.01.2024 10:30 - 17.01.2024 11:00","N/A","1235"
"17.01.2024 11:00 - 17.01.2024 11:30","N/A","1259"
"17.01.2024 11:30 - 17.01.2024 12:00","N/A","1305"
"17.01.2024 12:00 - 17.01.2024 12:30","N/A","1303"
"17.01.2024 12:30 - 17.01.2024 13:00","N/A","1300"
"17.01.2024 13:00 - 17.01.2024 13:30","N/A","1298"
"17.01.2024 13:30 - 17.01.2024 14:00","N/A","1286"
"17.01.2024 14:00 - 17.01.2024 14:30","N/A","1283"
"17.01.2024 14:30 - 17.01.2024 15:00","N/A","1278"
"17.01.2024 15:00 - 17.01.2024 15:30","N/A","1263"
"17.01.2024 15:30 - 17.01.2024 16:00","N/A","1234"
"17.01.2024 16:00 - 17.01.2024 16:30","N/A","1216"
"17.01.2024 16:30 - 17.01.2024 17:00","N/A","1216"
"17.01.2024 17:00 - 17.01.2024 17:30","N/A","1214"
"17.01.2024 17:30 - 17.01.2024 18:00","N/A","1240"
"17.01.2024 18:00 - 17.01.2024 18:30","N/A","1266"
"17.01.2024 18:30 - 17.01.2024 19:00","N/A","1326"
"17.01.2024 19:00 - 17.01.2024 19:30","N/A","1410"
"17.01.2024 19:30 - 17.01.2024 20:00","N/A","1447"
"17.01.2024 20:00 - 17.01.2024 20:30","N/A","1413"
"17.01.2024 20:30 - 17.01.2024 21:00","N/A","1345"
"17.01.2024 21:00 - 17.01.2024 21:30","N/A","1298"
"17.01.2024 21:30 - 17.01.2024 22:00","N/A","1267"
"17.01.2024 22:00 - 17.01.2024 22:30","N/A","1214"
"17.01.2024 22:30 - 17.01.2024 23:00","N/A","1163"
"17.01.2024 23:00 - 17.01.2024 23:30","N/A","1127"
"17.01.2024 23:30 - 18.01.2024 00:00","N/A","1058"
"18.01.2024 00:00 - 18.01.2024 00:30","N/A","992"
"18.01.2024 00:30 - 18.01.2024 01:00","N/A","934"
"18.01.2024 01:00 - 18.01.2024 01:30","N/A","869"
"18.01.2024 01:30 - 18.01.2024 02:00","N/A","808"
"18.01.2024 02:00 - 18.01.2024 02:30","N/A","753"
"18.01.2024 02:30 - 18.01.2024 03:00","N/A","717"
"18.01.2024 03:00 - 18.01.2024 03:30","N/A","701"
"18.01.2024 03:30 - 18.01.2024 04:00","N/A","724"
"18.01.2024 04:00 - 18.01.2024 04:30","N/A","713"
"18.01.2024 04:30 - 18.01.2024 05:00","N/A","704"
"18.01.2024 05:00 - 18.01.2024 05:30","N/A","693"
"18.01.2024 05:30 - 18.01.2024 06:00","N/A","691"
"18.01.2024 06:00 - 18.01.2024 06:30","N/A","688"
"18.01.2024 06:30 - 18.01.2024 07:00","N/A","692"
"18.01.2024 07:00 - 18.01.2024 07:30","N/A","704"
"18.01.2024 07:30 - 18.01.2024 08:00","N/A","717"
"18.01.2024 08:00 - 18.01.2024 08:30","N/A","766"
"18.01.2024 08:30 - 18.01.2024 09:00","N/A","842"
"18.01.2024 09:00 - 18.01.2024 09:30","N/A","924"
"18.01.2024 09:30 - 18.01.2024 10:00","N/A","1018"
"18.01.2024 10:00 - 18.01.2024 10:30","N/A","1096"
"18.01.2024 10:30 - 18.01.2024 11:00","N/A","1157"
"18.01.2024 11:00 - 18.01.2024 11:30","N/A","1225"
"18.01.2024 11:30 - 18.01.2024 12:00","N/A","1266"
"18.01.2024 12:00 - 18.01.2024 12:30","N/A","1278"
"18.01.2024 12:30 - 18.01.2024 13:00","N/A","1283"
"18.01.2024 13:00 - 18.01.2024 13:30","N/A","1281"
"18.01.2024 13:30 - 18.01.2024 14:00","N/A","1280"
"18.01.2024 14:00 - 18.01.2024 14:30","N/A","1271"
"18.01.2024 14:30 - 18.01.2024 15:00","N/A","1271"
"18.01.2024 15:00 - 18.01.2024 15:30","N/A","1256"
"18.01.2024 15:30 - 18.01.2024 16:00","N/A","1223"
